"sequence_id","batch","image","source_path","relative_destination","annotation_status","annotator","reviewer","notes"
"233","batch_08","443.png","D:\Actual Project\lcd-data-extractor\data\more images\443.png","batch_08/images/443.png","Not started","","",""
"234","batch_08","444.png","D:\Actual Project\lcd-data-extractor\data\more images\444.png","batch_08/images/444.png","Not started","","",""
"235","batch_08","445.png","D:\Actual Project\lcd-data-extractor\data\more images\445.png","batch_08/images/445.png","Not started","","",""
"236","batch_08","447.png","D:\Actual Project\lcd-data-extractor\data\more images\447.png","batch_08/images/447.png","Not started","","",""
"237","batch_08","448.png","D:\Actual Project\lcd-data-extractor\data\more images\448.png","batch_08/images/448.png","Not started","","",""
"238","batch_08","449.png","D:\Actual Project\lcd-data-extractor\data\more images\449.png","batch_08/images/449.png","Not started","","",""
"239","batch_08","450.png","D:\Actual Project\lcd-data-extractor\data\more images\450.png","batch_08/images/450.png","Not started","","",""
"240","batch_08","451.png","D:\Actual Project\lcd-data-extractor\data\more images\451.png","batch_08/images/451.png","Not started","","",""
"241","batch_09","452.png","D:\Actual Project\lcd-data-extractor\data\more images\452.png","batch_09/images/452.png","Not started","","",""
"242","batch_09","455.png","D:\Actual Project\lcd-data-extractor\data\more images\455.png","batch_09/images/455.png","Not started","","",""
"243","batch_09","456.png","D:\Actual Project\lcd-data-extractor\data\more images\456.png","batch_09/images/456.png","Not started","","",""
"244","batch_09","457.png","D:\Actual Project\lcd-data-extractor\data\more images\457.png","batch_09/images/457.png","Not started","","",""
"245","batch_09","459.png","D:\Actual Project\lcd-data-extractor\data\more images\459.png","batch_09/images/459.png","Not started","","",""
"246","batch_09","461.png","D:\Actual Project\lcd-data-extractor\data\more images\461.png","batch_09/images/461.png","Not started","","",""
"247","batch_09","462.png","D:\Actual Project\lcd-data-extractor\data\more images\462.png","batch_09/images/462.png","Not started","","",""
"248","batch_09","463.png","D:\Actual Project\lcd-data-extractor\data\more images\463.png","batch_09/images/463.png","Not started","","",""
"249","batch_09","464.png","D:\Actual Project\lcd-data-extractor\data\more images\464.png","batch_09/images/464.png","Not started","","",""
"250","batch_09","466.png","D:\Actual Project\lcd-data-extractor\data\more images\466.png","batch_09/images/466.png","Not started","","",""
"251","batch_09","468.png","D:\Actual Project\lcd-data-extractor\data\more images\468.png","batch_09/images/468.png","Not started","","",""
"252","batch_09","469.png","D:\Actual Project\lcd-data-extractor\data\more images\469.png","batch_09/images/469.png","Not started","","",""
"253","batch_09","471.png","D:\Actual Project\lcd-data-extractor\data\more images\471.png","batch_09/images/471.png","Not started","","",""
"254","batch_09","472.png","D:\Actual Project\lcd-data-extractor\data\more images\472.png","batch_09/images/472.png","Not started","","",""
"255","batch_09","473.png","D:\Actual Project\lcd-data-extractor\data\more images\473.png","batch_09/images/473.png","Not started","","",""
"256","batch_09","476.png","D:\Actual Project\lcd-data-extractor\data\more images\476.png","batch_09/images/476.png","Not started","","",""
"257","batch_09","478.png","D:\Actual Project\lcd-data-extractor\data\more images\478.png","batch_09/images/478.png","Not started","","",""
"258","batch_09","489.png","D:\Actual Project\lcd-data-extractor\data\Video images\489.png","batch_09/images/489.png","Not started","","",""
"259","batch_09","490.png","D:\Actual Project\lcd-data-extractor\data\Video images\490.png","batch_09/images/490.png","Not started","","",""
"260","batch_09","491.png","D:\Actual Project\lcd-data-extractor\data\Video images\491.png","batch_09/images/491.png","Not started","","",""
"261","batch_09","492.png","D:\Actual Project\lcd-data-extractor\data\Video images\492.png","batch_09/images/492.png","Not started","","",""
"262","batch_09","493.png","D:\Actual Project\lcd-data-extractor\data\Video images\493.png","batch_09/images/493.png","Not started","","",""
"263","batch_09","494.png","D:\Actual Project\lcd-data-extractor\data\Video images\494.png","batch_09/images/494.png","Not started","","",""
"264","batch_09","495.png","D:\Actual Project\lcd-data-extractor\data\Video images\495.png","batch_09/images/495.png","Not started","","",""
"265","batch_09","496.png","D:\Actual Project\lcd-data-extractor\data\Video images\496.png","batch_09/images/496.png","Not started","","",""
"266","batch_09","497.png","D:\Actual Project\lcd-data-extractor\data\Video images\497.png","batch_09/images/497.png","Not started","","",""
"267","batch_09","498.png","D:\Actual Project\lcd-data-extractor\data\Video images\498.png","batch_09/images/498.png","Not started","","",""
"268","batch_09","499.png","D:\Actual Project\lcd-data-extractor\data\Video images\499.png","batch_09/images/499.png","Not started","","",""
"269","batch_09","503.png","D:\Actual Project\lcd-data-extractor\data\Video images\503.png","batch_09/images/503.png","Not started","","",""
"270","batch_09","504.png","D:\Actual Project\lcd-data-extractor\data\Video images\504.png","batch_09/images/504.png","Not started","","",""
"271","batch_10","505.png","D:\Actual Project\lcd-data-extractor\data\Video images\505.png","batch_10/images/505.png","Not started","","",""
"272","batch_10","512.png","D:\Actual Project\lcd-data-extractor\data\Video images\512.png","batch_10/images/512.png","Not started","","",""
"273","batch_10","513.png","D:\Actual Project\lcd-data-extractor\data\Video images\513.png","batch_10/images/513.png","Not started","","",""
"274","batch_10","514.png","D:\Actual Project\lcd-data-extractor\data\Video images\514.png","batch_10/images/514.png","Not started","","",""
"275","batch_10","515.png","D:\Actual Project\lcd-data-extractor\data\Video images\515.png","batch_10/images/515.png","Not started","","",""
"276","batch_10","516.png","D:\Actual Project\lcd-data-extractor\data\Video images\516.png","batch_10/images/516.png","Not started","","",""
"277","batch_10","517.png","D:\Actual Project\lcd-data-extractor\data\Video images\517.png","batch_10/images/517.png","Not started","","",""
"278","batch_10","518.png","D:\Actual Project\lcd-data-extractor\data\Video images\518.png","batch_10/images/518.png","Not started","","",""
"279","batch_10","520.png","D:\Actual Project\lcd-data-extractor\data\Video images\520.png","batch_10/images/520.png","Not started","","",""
"280","batch_10","521.png","D:\Actual Project\lcd-data-extractor\data\Video images\521.png","batch_10/images/521.png","Not started","","",""
"281","batch_10","522.png","D:\Actual Project\lcd-data-extractor\data\Video images\522.png","batch_10/images/522.png","Not started","","",""
"282","batch_10","523.png","D:\Actual Project\lcd-data-extractor\data\Video images\523.png","batch_10/images/523.png","Not started","","",""
"283","batch_10","524.png","D:\Actual Project\lcd-data-extractor\data\Video images\524.png","batch_10/images/524.png","Not started","","",""
"284","batch_10","525.png","D:\Actual Project\lcd-data-extractor\data\Video images\525.png","batch_10/images/525.png","Not started","","",""
"285","batch_10","528.png","D:\Actual Project\lcd-data-extractor\data\Video images\528.png","batch_10/images/528.png","Not started","","",""
"286","batch_10","529.png","D:\Actual Project\lcd-data-extractor\data\Video images\529.png","batch_10/images/529.png","Not started","","",""
"287","batch_10","534.png","D:\Actual Project\lcd-data-extractor\data\Video images\534.png","batch_10/images/534.png","Not started","","",""
"288","batch_10","535.png","D:\Actual Project\lcd-data-extractor\data\Video images\535.png","batch_10/images/535.png","Not started","","",""
"289","batch_10","536.png","D:\Actual Project\lcd-data-extractor\data\Video images\536.png","batch_10/images/536.png","Not started","","",""
"290","batch_10","537.png","D:\Actual Project\lcd-data-extractor\data\Video images\537.png","batch_10/images/537.png","Not started","","",""
"291","batch_10","538.png","D:\Actual Project\lcd-data-extractor\data\Video images\538.png","batch_10/images/538.png","Not started","","",""
"292","batch_10","539.png","D:\Actual Project\lcd-data-extractor\data\Video images\539.png","batch_10/images/539.png","Not started","","",""
"293","batch_10","540.png","D:\Actual Project\lcd-data-extractor\data\Video images\540.png","batch_10/images/540.png","Not started","","",""
"294","batch_10","541.png","D:\Actual Project\lcd-data-extractor\data\Video images\541.png","batch_10/images/541.png","Not started","","",""
"295","batch_10","542.png","D:\Actual Project\lcd-data-extractor\data\Video images\542.png","batch_10/images/542.png","Not started","","",""
"296","batch_10","543.png","D:\Actual Project\lcd-data-extractor\data\Video images\543.png","batch_10/images/543.png","Not started","","",""
"297","batch_10","546.png","D:\Actual Project\lcd-data-extractor\data\Video images\546.png","batch_10/images/546.png","Not started","","",""
"298","batch_10","548.png","D:\Actual Project\lcd-data-extractor\data\Video images\548.png","batch_10/images/548.png","Not started","","",""
"299","batch_10","555.png","D:\Actual Project\lcd-data-extractor\data\Video images\555.png","batch_10/images/555.png","Not started","","",""
"300","batch_10","556.png","D:\Actual Project\lcd-data-extractor\data\Video images\556.png","batch_10/images/556.png","Not started","","",""
"301","batch_11","557.png","D:\Actual Project\lcd-data-extractor\data\Video images\557.png","batch_11/images/557.png","Not started","","",""
"302","batch_11","558.png","D:\Actual Project\lcd-data-extractor\data\Video images\558.png","batch_11/images/558.png","Not started","","",""
"303","batch_11","559.png","D:\Actual Project\lcd-data-extractor\data\Video images\559.png","batch_11/images/559.png","Not started","","",""
"304","batch_11","560.png","D:\Actual Project\lcd-data-extractor\data\Video images\560.png","batch_11/images/560.png","Not started","","",""
"305","batch_11","561.png","D:\Actual Project\lcd-data-extractor\data\Video images\561.png","batch_11/images/561.png","Not started","","",""
"306","batch_11","562.png","D:\Actual Project\lcd-data-extractor\data\Video images\562.png","batch_11/images/562.png","Not started","","",""
"307","batch_11","563.png","D:\Actual Project\lcd-data-extractor\data\Video images\563.png","batch_11/images/563.png","Not started","","",""
"308","batch_11","573.png","D:\Actual Project\lcd-data-extractor\data\Video images\573.png","batch_11/images/573.png","Not started","","",""
"309","batch_11","574.png","D:\Actual Project\lcd-data-extractor\data\Video images\574.png","batch_11/images/574.png","Not started","","",""
"310","batch_11","575.png","D:\Actual Project\lcd-data-extractor\data\Video images\575.png","batch_11/images/575.png","Not started","","",""
"311","batch_11","576.png","D:\Actual Project\lcd-data-extractor\data\Video images\576.png","batch_11/images/576.png","Not started","","",""
"312","batch_11","577.png","D:\Actual Project\lcd-data-extractor\data\Video images\577.png","batch_11/images/577.png","Not started","","",""
"313","batch_11","578.png","D:\Actual Project\lcd-data-extractor\data\Video images\578.png","batch_11/images/578.png","Not started","","",""
"314","batch_11","580.png","D:\Actual Project\lcd-data-extractor\data\Video images\580.png","batch_11/images/580.png","Not started","","",""
"315","batch_11","581.png","D:\Actual Project\lcd-data-extractor\data\Video images\581.png","batch_11/images/581.png","Not started","","",""
"316","batch_11","582.png","D:\Actual Project\lcd-data-extractor\data\Video images\582.png","batch_11/images/582.png","Not started","","",""
"317","batch_11","586.png","D:\Actual Project\lcd-data-extractor\data\Video images\586.png","batch_11/images/586.png","Not started","","",""
"318","batch_11","587.png","D:\Actual Project\lcd-data-extractor\data\Video images\587.png","batch_11/images/587.png","Not started","","",""
"319","batch_11","588.png","D:\Actual Project\lcd-data-extractor\data\Video images\588.png","batch_11/images/588.png","Not started","","",""
"320","batch_11","590.png","D:\Actual Project\lcd-data-extractor\data\Video images\590.png","batch_11/images/590.png","Not started","","",""
"321","batch_11","591.png","D:\Actual Project\lcd-data-extractor\data\Video images\591.png","batch_11/images/591.png","Not started","","",""
"322","batch_11","594.png","D:\Actual Project\lcd-data-extractor\data\Video images\594.png","batch_11/images/594.png","Not started","","",""
"323","batch_11","595.png","D:\Actual Project\lcd-data-extractor\data\Video images\595.png","batch_11/images/595.png","Not started","","",""
"324","batch_11","596.png","D:\Actual Project\lcd-data-extractor\data\Video images\596.png","batch_11/images/596.png","Not started","","",""
"325","batch_11","598.png","D:\Actual Project\lcd-data-extractor\data\Video images\598.png","batch_11/images/598.png","Not started","","",""
"326","batch_11","599.png","D:\Actual Project\lcd-data-extractor\data\Video images\599.png","batch_11/images/599.png","Not started","","",""
"327","batch_11","600.png","D:\Actual Project\lcd-data-extractor\data\Video images\600.png","batch_11/images/600.png","Not started","","",""
"328","batch_11","601.png","D:\Actual Project\lcd-data-extractor\data\Video images\601.png","batch_11/images/601.png","Not started","","",""
"329","batch_11","602.png","D:\Actual Project\lcd-data-extractor\data\Video images\602.png","batch_11/images/602.png","Not started","","",""
"330","batch_11","605.png","D:\Actual Project\lcd-data-extractor\data\Video images\605.png","batch_11/images/605.png","Not started","","",""
"331","batch_12","612.png","D:\Actual Project\lcd-data-extractor\data\Video images\612.png","batch_12/images/612.png","Not started","","",""
"332","batch_12","613.png","D:\Actual Project\lcd-data-extractor\data\Video images\613.png","batch_12/images/613.png","Not started","","",""
"333","batch_12","614.png","D:\Actual Project\lcd-data-extractor\data\Video images\614.png","batch_12/images/614.png","Not started","","",""
"334","batch_12","615.png","D:\Actual Project\lcd-data-extractor\data\Video images\615.png","batch_12/images/615.png","Not started","","",""
"335","batch_12","616.png","D:\Actual Project\lcd-data-extractor\data\Video images\616.png","batch_12/images/616.png","Not started","","",""
"336","batch_12","619.png","D:\Actual Project\lcd-data-extractor\data\Video images\619.png","batch_12/images/619.png","Not started","","",""
"337","batch_12","620.png","D:\Actual Project\lcd-data-extractor\data\Video images\620.png","batch_12/images/620.png","Not started","","",""
"338","batch_12","621.png","D:\Actual Project\lcd-data-extractor\data\Video images\621.png","batch_12/images/621.png","Not started","","",""
"339","batch_12","623.png","D:\Actual Project\lcd-data-extractor\data\Video images\623.png","batch_12/images/623.png","Not started","","",""
"340","batch_12","630.png","D:\Actual Project\lcd-data-extractor\data\Video images\630.png","batch_12/images/630.png","Not started","","",""
"341","batch_12","631.png","D:\Actual Project\lcd-data-extractor\data\Video images\631.png","batch_12/images/631.png","Not started","","",""
"342","batch_12","632.png","D:\Actual Project\lcd-data-extractor\data\Video images\632.png","batch_12/images/632.png","Not started","","",""
"343","batch_12","633.png","D:\Actual Project\lcd-data-extractor\data\Video images\633.png","batch_12/images/633.png","Not started","","",""
"344","batch_12","637.png","D:\Actual Project\lcd-data-extractor\data\Video images\637.png","batch_12/images/637.png","Not started","","",""
"345","batch_12","640.png","D:\Actual Project\lcd-data-extractor\data\Video images\640.png","batch_12/images/640.png","Not started","","",""
"346","batch_12","644.png","D:\Actual Project\lcd-data-extractor\data\Video images\644.png","batch_12/images/644.png","Not started","","",""
"347","batch_12","645.png","D:\Actual Project\lcd-data-extractor\data\Video images\645.png","batch_12/images/645.png","Not started","","",""
"348","batch_12","646.png","D:\Actual Project\lcd-data-extractor\data\Video images\646.png","batch_12/images/646.png","Not started","","",""
"349","batch_12","647.png","D:\Actual Project\lcd-data-extractor\data\Video images\647.png","batch_12/images/647.png","Not started","","",""
"350","batch_12","648.png","D:\Actual Project\lcd-data-extractor\data\Video images\648.png","batch_12/images/648.png","Not started","","",""
"351","batch_12","649.png","D:\Actual Project\lcd-data-extractor\data\Video images\649.png","batch_12/images/649.png","Not started","","",""
"352","batch_12","650.png","D:\Actual Project\lcd-data-extractor\data\Video images\650.png","batch_12/images/650.png","Not started","","",""
"353","batch_12","651.png","D:\Actual Project\lcd-data-extractor\data\Video images\651.png","batch_12/images/651.png","Not started","","",""
"354","batch_12","652.png","D:\Actual Project\lcd-data-extractor\data\Video images\652.png","batch_12/images/652.png","Not started","","",""
"355","batch_12","655.png","D:\Actual Project\lcd-data-extractor\data\Video images\655.png","batch_12/images/655.png","Not started","","",""
"356","batch_12","659.png","D:\Actual Project\lcd-data-extractor\data\Video images\659.png","batch_12/images/659.png","Not started","","",""
"357","batch_12","660.png","D:\Actual Project\lcd-data-extractor\data\Video images\660.png","batch_12/images/660.png","Not started","","",""
"358","batch_12","661.png","D:\Actual Project\lcd-data-extractor\data\Video images\661.png","batch_12/images/661.png","Not started","","",""
"359","batch_12","664.png","D:\Actual Project\lcd-data-extractor\data\Video images\664.png","batch_12/images/664.png","Not started","","",""
"360","batch_12","667.png","D:\Actual Project\lcd-data-extractor\data\Video images\667.png","batch_12/images/667.png","Not started","","",""
"361","batch_13","668.png","D:\Actual Project\lcd-data-extractor\data\Video images\668.png","batch_13/images/668.png","Not started","","",""
"362","batch_13","669.png","D:\Actual Project\lcd-data-extractor\data\Video images\669.png","batch_13/images/669.png","Not started","","",""
"363","batch_13","670.png","D:\Actual Project\lcd-data-extractor\data\Video images\670.png","batch_13/images/670.png","Not started","","",""
"364","batch_13","674.png","D:\Actual Project\lcd-data-extractor\data\Video images\674.png","batch_13/images/674.png","Not started","","",""
"365","batch_13","675.png","D:\Actual Project\lcd-data-extractor\data\Video images\675.png","batch_13/images/675.png","Not started","","",""
"366","batch_13","677.png","D:\Actual Project\lcd-data-extractor\data\Video images\677.png","batch_13/images/677.png","Not started","","",""
"367","batch_13","679.png","D:\Actual Project\lcd-data-extractor\data\Video images\679.png","batch_13/images/679.png","Not started","","",""
"368","batch_13","681.png","D:\Actual Project\lcd-data-extractor\data\Video images\681.png","batch_13/images/681.png","Not started","","",""
"369","batch_13","682.png","D:\Actual Project\lcd-data-extractor\data\Video images\682.png","batch_13/images/682.png","Not started","","",""
"370","batch_13","683.png","D:\Actual Project\lcd-data-extractor\data\Video images\683.png","batch_13/images/683.png","Not started","","",""
"371","batch_13","684.png","D:\Actual Project\lcd-data-extractor\data\Video images\684.png","batch_13/images/684.png","Not started","","",""
"372","batch_13","686.png","D:\Actual Project\lcd-data-extractor\data\Video images\686.png","batch_13/images/686.png","Not started","","",""
"373","batch_13","687.png","D:\Actual Project\lcd-data-extractor\data\Video images\687.png","batch_13/images/687.png","Not started","","",""
"374","batch_13","688.png","D:\Actual Project\lcd-data-extractor\data\Video images\688.png","batch_13/images/688.png","Not started","","",""
"375","batch_13","689.png","D:\Actual Project\lcd-data-extractor\data\Video images\689.png","batch_13/images/689.png","Not started","","",""
"376","batch_13","690.png","D:\Actual Project\lcd-data-extractor\data\Video images\690.png","batch_13/images/690.png","Not started","","",""
