sample_key,split,group,source_image,compiled_image,regions,sha256
next_100__batch_03__111.png,train,next_100__batch_03,D:\Actual Project\lcd-data-extractor\next_100\batch_03\images\111.png,next_100__batch_03__111.png,3,0fcf5e57b4ae6f97c8b8bbe4344f31e8d98956a0c2ccbd4a9d3d56ba917b9a13
next_100__batch_03__114.png,train,next_100__batch_03,D:\Actual Project\lcd-data-extractor\next_100\batch_03\images\114.png,next_100__batch_03__114.png,4,2937ea4efa3a2d507524ef53eaaa22431c4825bc4437c70046c2c431d4b419b9
next_100__batch_03__118.png,train,next_100__batch_03,D:\Actual Project\lcd-data-extractor\next_100\batch_03\images\118.png,next_100__batch_03__118.png,5,429de437408d55cdfc130c1a9603a948b571aa4dcef20959ea23a608d22e4c70
next_100__batch_03__159.png,train,next_100__batch_03,D:\Actual Project\lcd-data-extractor\next_100\batch_03\images\159.png,next_100__batch_03__159.png,4,1ea59c5e522a9805cc6ecd24c5df0da11391da5ca491c069346db2191a08161c
next_100__batch_03__163.png,train,next_100__batch_03,D:\Actual Project\lcd-data-extractor\next_100\batch_03\images\163.png,next_100__batch_03__163.png,5,c1b25ceacf5447f1120459b39a26c55b3be8584e5b29cd6cde9a65b6ff85135a
next_100__batch_03__212.png,train,next_100__batch_03,D:\Actual Project\lcd-data-extractor\next_100\batch_03\images\212.png,next_100__batch_03__212.png,1,c82884d8ded270cfeadc63e624baee778c27e14388e603074247850a1278e1b9
next_100__batch_03__228.png,train,next_100__batch_03,D:\Actual Project\lcd-data-extractor\next_100\batch_03\images\228.png,next_100__batch_03__228.png,5,75a5a4766ac75c00d9dff56f4530d3e9b5cfe93180ce7e5b094d27d35199430f
next_100__batch_03__258.png,train,next_100__batch_03,D:\Actual Project\lcd-data-extractor\next_100\batch_03\images\258.png,next_100__batch_03__258.png,4,01d9b5d7f9a6b80d9da59d99309b003bd839d3f1dd39b6a1d00ed66c20d5a7ee
next_100__batch_03__294.png,train,next_100__batch_03,D:\Actual Project\lcd-data-extractor\next_100\batch_03\images\294.png,next_100__batch_03__294.png,5,572b50d932c48f8a1359371c5240391b51d6b09248bd0b9b908fd21d5c104dc4
next_100__batch_03__329.png,train,next_100__batch_03,D:\Actual Project\lcd-data-extractor\next_100\batch_03\images\329.png,next_100__batch_03__329.png,3,52d08e337e797e91ac403f4bfb556fea2dc575da8c314a1f9e0a3f990c3b8af9
next_100__batch_03__339.png,train,next_100__batch_03,D:\Actual Project\lcd-data-extractor\next_100\batch_03\images\339.png,next_100__batch_03__339.png,2,610859ef523ebacfbe372087d4d20b8e045cf54d3b733497148a2a5382fa0555
next_100__batch_03__354.png,train,next_100__batch_03,D:\Actual Project\lcd-data-extractor\next_100\batch_03\images\354.png,next_100__batch_03__354.png,3,d3b8f15f3f8ab0957b0bd41b83cbbb50c9fe5fe64f3f0b3a71a28607e93a5429
next_100__batch_03__373.png,train,next_100__batch_03,D:\Actual Project\lcd-data-extractor\next_100\batch_03\images\373.png,next_100__batch_03__373.png,6,05aabd98d56fa4b2f1a11eeeeb617266812e2be4a820f014fa0679f73a33649a
next_100__batch_03__405.png,train,next_100__batch_03,D:\Actual Project\lcd-data-extractor\next_100\batch_03\images\405.png,next_100__batch_03__405.png,7,abe3b8eae62e0bd80c5b9bfec8e1dd8f075b3784cfeb5b3515383b75c88b31f1
next_100__batch_03__422.png,train,next_100__batch_03,D:\Actual Project\lcd-data-extractor\next_100\batch_03\images\422.png,next_100__batch_03__422.png,7,e87794d1c577b747e905d6fb3e29378bc5beb71c6983f37b44eb183081f4202c
next_100__batch_03__430.png,train,next_100__batch_03,D:\Actual Project\lcd-data-extractor\next_100\batch_03\images\430.png,next_100__batch_03__430.png,7,e6e6aacffa3e8627c86d030b6a72d9922cbb02c92f3829807d2ef268e328c0fb
next_100__batch_03__454.png,train,next_100__batch_03,D:\Actual Project\lcd-data-extractor\next_100\batch_03\images\454.png,next_100__batch_03__454.png,2,a388ab9072ab3d94e5d18da9889b880b2202e56e379218664552f5ce18822fdc
next_100__batch_04__408.png,train,next_100__batch_04,D:\Actual Project\lcd-data-extractor\next_100\batch_04\images\408.png,next_100__batch_04__408.png,5,7bb37386ca15c80dde9817131e5ee920ac2b60e94a44e3397a904509cb50c4b0
next_100__batch_04__416.png,train,next_100__batch_04,D:\Actual Project\lcd-data-extractor\next_100\batch_04\images\416.png,next_100__batch_04__416.png,3,b144ea71b17fd885da1dc07c6b9b1210a7e303aa60c4d6a44c960ef266b81b48
next_100__batch_04__432.png,train,next_100__batch_04,D:\Actual Project\lcd-data-extractor\next_100\batch_04\images\432.png,next_100__batch_04__432.png,1,f60b80461d1d0505455ea2230ca44ab41b055da657868c76a7d4a3ca749b8275
next_100__batch_04__442.png,train,next_100__batch_04,D:\Actual Project\lcd-data-extractor\next_100\batch_04\images\442.png,next_100__batch_04__442.png,5,1c1f3aa43aa73b9d9a6021eec44404cbb05865b03317f42d149427f1b39a5079
next_100__batch_04__474.png,train,next_100__batch_04,D:\Actual Project\lcd-data-extractor\next_100\batch_04\images\474.png,next_100__batch_04__474.png,3,30198235af221eb00a6bc2a69b4f92a05f3464ea9ffb7a93a3fc6e08b543633e
next_100__batch_04__483.png,train,next_100__batch_04,D:\Actual Project\lcd-data-extractor\next_100\batch_04\images\483.png,next_100__batch_04__483.png,7,1f4e1d5ba076d334af313c26ab45056239f6645badaad1bb084c2e9878ccef34
next_100__batch_04__486.png,train,next_100__batch_04,D:\Actual Project\lcd-data-extractor\next_100\batch_04\images\486.png,next_100__batch_04__486.png,7,16aadff02b5c5f005963dee5ba17b0ad05b009fdd1c493b711c8301992c399a1
next_100__batch_04__500.png,train,next_100__batch_04,D:\Actual Project\lcd-data-extractor\next_100\batch_04\images\500.png,next_100__batch_04__500.png,2,d1c46072df419c9c6702635e769b7af86a5797737a2f241c6702d116fa480235
next_100__batch_04__545.png,train,next_100__batch_04,D:\Actual Project\lcd-data-extractor\next_100\batch_04\images\545.png,next_100__batch_04__545.png,8,a13fa414aab395e5a1adb38b6323e4e56fdf2de1cd8209bda951e359e1b6b86c
next_100__batch_04__549.png,train,next_100__batch_04,D:\Actual Project\lcd-data-extractor\next_100\batch_04\images\549.png,next_100__batch_04__549.png,8,ace0af29099f8487da0cbc09ad5cf28e0d23e4321ea6c8439838fd96e34ea6c8
next_100__batch_04__552.png,train,next_100__batch_04,D:\Actual Project\lcd-data-extractor\next_100\batch_04\images\552.png,next_100__batch_04__552.png,5,10dcf3d97e8bd1a78ac2a9e04fb916233fa5921d1de30b3b241cd27ca81611b0
next_100__batch_04__589.png,train,next_100__batch_04,D:\Actual Project\lcd-data-extractor\next_100\batch_04\images\589.png,next_100__batch_04__589.png,7,e7b8df2734c8b04c7fd32251136c352e106fd51683ecaaaddf5538cd309051f1
next_100__batch_04__592.png,train,next_100__batch_04,D:\Actual Project\lcd-data-extractor\next_100\batch_04\images\592.png,next_100__batch_04__592.png,7,0464d234ddf29825fc9f4a8dc712f3691c968a51490df9ab9ee99e7ad203afc5
next_100__batch_04__597.png,train,next_100__batch_04,D:\Actual Project\lcd-data-extractor\next_100\batch_04\images\597.png,next_100__batch_04__597.png,2,301769e499e7e504b153e6d74a20903b172a5761f174c7ccd2450aca55fc0507
next_100__batch_04__639.png,train,next_100__batch_04,D:\Actual Project\lcd-data-extractor\next_100\batch_04\images\639.png,next_100__batch_04__639.png,7,b46a5727fba0cab60ab3bcf199be5f85e8e3de9d70dade5ebf122a8ad5c2d45b
next_100__batch_04__642.png,train,next_100__batch_04,D:\Actual Project\lcd-data-extractor\next_100\batch_04\images\642.png,next_100__batch_04__642.png,7,e5c1289211edf42055faecc9338922adcab6aafe9ba91a4f12ab43e9408c9ae9
next_100__batch_04__666.png,train,next_100__batch_04,D:\Actual Project\lcd-data-extractor\next_100\batch_04\images\666.png,next_100__batch_04__666.png,6,2a52b64c194c38a9cf2682848ff889d974c1c7cfd66dd1db39e279561a545bfe
next_100__batch_05__508.png,train,next_100__batch_05,D:\Actual Project\lcd-data-extractor\next_100\batch_05\images\508.png,next_100__batch_05__508.png,6,c763b7abd62edf9c633788db220ec32a21d2100d9427022c68142b46226072c9
next_100__batch_05__509.png,train,next_100__batch_05,D:\Actual Project\lcd-data-extractor\next_100\batch_05\images\509.png,next_100__batch_05__509.png,6,3a1546f91ee21b43f172c387b0e2e7b2f33a3793cecc3fc1b55b526be9f38aa5
next_100__batch_05__510.png,train,next_100__batch_05,D:\Actual Project\lcd-data-extractor\next_100\batch_05\images\510.png,next_100__batch_05__510.png,6,a601d96efd5c031296963f5f6c138fbcf11286e4c46ee0f237d2ae988802ec73
next_100__batch_05__531.png,train,next_100__batch_05,D:\Actual Project\lcd-data-extractor\next_100\batch_05\images\531.png,next_100__batch_05__531.png,7,e9fe2e0e1ae0e6f1be71c3241cb51a9827614a8d3798ab315ef4f296f19156db
next_100__batch_05__550.png,train,next_100__batch_05,D:\Actual Project\lcd-data-extractor\next_100\batch_05\images\550.png,next_100__batch_05__550.png,7,f51892849ff0bf2346215af6092311daacc823a580adfd5de08aea9ecdfa50f4
next_100__batch_05__567.png,train,next_100__batch_05,D:\Actual Project\lcd-data-extractor\next_100\batch_05\images\567.png,next_100__batch_05__567.png,6,24bda5bce52f337c8e8b479acb2dfb3367d5a02977843e3305e0b3e4130c1d6f
next_100__batch_05__568.png,train,next_100__batch_05,D:\Actual Project\lcd-data-extractor\next_100\batch_05\images\568.png,next_100__batch_05__568.png,6,a2ba35a78e45d79493fe92cbe0c689f945e92e7db542cd289539705e37b10291
next_100__batch_05__570.png,train,next_100__batch_05,D:\Actual Project\lcd-data-extractor\next_100\batch_05\images\570.png,next_100__batch_05__570.png,6,e5c7b60835a04b61161d1bc3f0157f1b819c0f7f882c0f654c5c4bf2023f0dc3
next_100__batch_05__571.png,train,next_100__batch_05,D:\Actual Project\lcd-data-extractor\next_100\batch_05\images\571.png,next_100__batch_05__571.png,6,4e490954b7e4974e31c28266fe9288dfe237e73381d55487bcb9989d4f925764
next_100__batch_05__583.png,train,next_100__batch_05,D:\Actual Project\lcd-data-extractor\next_100\batch_05\images\583.png,next_100__batch_05__583.png,6,b5977af3aa5b35882d29c3c6fd2d72cc6041a6b3e4f755abd14685c3706bb7ba
next_100__batch_05__607.png,train,next_100__batch_05,D:\Actual Project\lcd-data-extractor\next_100\batch_05\images\607.png,next_100__batch_05__607.png,6,fcf0cac85b4fbf1c744f6ddba169fd5358972fe62dff471d96a4bdfdc9adc7bf
next_100__batch_05__617.png,train,next_100__batch_05,D:\Actual Project\lcd-data-extractor\next_100\batch_05\images\617.png,next_100__batch_05__617.png,6,1440a8f6d0ec5be87d1cb0fc846ec2774fc704fa146fc9603d2a9a6b5f83787b
next_100__batch_05__618.png,train,next_100__batch_05,D:\Actual Project\lcd-data-extractor\next_100\batch_05\images\618.png,next_100__batch_05__618.png,6,d16b5710fa02a8d42b4d1ac650c1f6f2ebb4a414f317840a232a44d317257cde
next_100__batch_05__622.png,train,next_100__batch_05,D:\Actual Project\lcd-data-extractor\next_100\batch_05\images\622.png,next_100__batch_05__622.png,6,774cc049cade95034fb0a7091edfe10f8eabacbb8bf60f3c221a476d247a038e
next_100__batch_05__625.png,train,next_100__batch_05,D:\Actual Project\lcd-data-extractor\next_100\batch_05\images\625.png,next_100__batch_05__625.png,6,a5461765e887f4a2519be45b87d0f4e8c2a10f48d4d448c450a6c19d4bc304b3
next_100__batch_05__626.png,train,next_100__batch_05,D:\Actual Project\lcd-data-extractor\next_100\batch_05\images\626.png,next_100__batch_05__626.png,6,91ec0abe2a9774a98ed3735bd76652e118a0796c35d059aae97cb4456cd13432
next_100__batch_05__629.png,train,next_100__batch_05,D:\Actual Project\lcd-data-extractor\next_100\batch_05\images\629.png,next_100__batch_05__629.png,7,adedabaab82c9a98dcf73143db22195c49e31d5cdb36eed906019cc62bfb7073
pilot_90__calibration__121.png,train,pilot_90__calibration,D:\Actual Project\lcd-data-extractor\pilot_90\calibration\images\121.png,pilot_90__calibration__121.png,5,32b87b12ed343f02f55813e76c81ebfecb1b643ce9602576d3840e9a0f934aaa
pilot_90__calibration__226.png,train,pilot_90__calibration,D:\Actual Project\lcd-data-extractor\pilot_90\calibration\images\226.png,pilot_90__calibration__226.png,7,bf115336408204c591dd3e0c931ef493873bff8e66e60394c9d5ea2de4e2cf15
pilot_90__calibration__361.png,train,pilot_90__calibration,D:\Actual Project\lcd-data-extractor\pilot_90\calibration\images\361.png,pilot_90__calibration__361.png,7,a6ddf7a2881397e6e51be17da69aa1e0924f561240542c1c76fb71f270d5e2b2
pilot_90__calibration__425.png,train,pilot_90__calibration,D:\Actual Project\lcd-data-extractor\pilot_90\calibration\images\425.png,pilot_90__calibration__425.png,5,7b5c990d80b1115053565957fc02fcaafc5cc9bc796cbea9edebbab42818d555
pilot_90__calibration__532.png,train,pilot_90__calibration,D:\Actual Project\lcd-data-extractor\pilot_90\calibration\images\532.png,pilot_90__calibration__532.png,7,d01c452a3474425b34dcb953e564f8fe3b64f4a6165da6b58d508ca1f71f2c24
pilot_90__calibration__533.png,train,pilot_90__calibration,D:\Actual Project\lcd-data-extractor\pilot_90\calibration\images\533.png,pilot_90__calibration__533.png,7,1c49fa25d4076379e8d76f5921893f456cfdc7e0c8c948d5983418f464cba982
pilot_90__calibration__551.png,train,pilot_90__calibration,D:\Actual Project\lcd-data-extractor\pilot_90\calibration\images\551.png,pilot_90__calibration__551.png,5,b5deab85cc880289043aa5026a502522458a303d0ce22e3e6a8c4003fddb10fd
pilot_90__calibration__636.png,train,pilot_90__calibration,D:\Actual Project\lcd-data-extractor\pilot_90\calibration\images\636.png,pilot_90__calibration__636.png,6,7a742eb474245c4bccc3db285ee8dcbff79d7393aea09c3f39ce18aa5d71ceae
pilot_90__calibration__94.png,train,pilot_90__calibration,D:\Actual Project\lcd-data-extractor\pilot_90\calibration\images\94.png,pilot_90__calibration__94.png,5,4feb41458d2cc767e5334a855339c72572444b3890403f04c2ce4a71577527cc
pilot_90__train__105.png,train,pilot_90__train,D:\Actual Project\lcd-data-extractor\pilot_90\train\images\105.png,pilot_90__train__105.png,1,2a251c2c4a3275d6e9009704fdd2e9ececf9109723d5f62dee20b657027c7d84
pilot_90__train__106.png,train,pilot_90__train,D:\Actual Project\lcd-data-extractor\pilot_90\train\images\106.png,pilot_90__train__106.png,3,aa74dc1916b44a4947c380b37b9a640ea4b0e7c825ad337fed54ed15511d59b7
pilot_90__train__116.png,train,pilot_90__train,D:\Actual Project\lcd-data-extractor\pilot_90\train\images\116.png,pilot_90__train__116.png,3,4a5c689d212945f5b16f5a240168245388860a758aee8b1eebd61d4b12ab9805
pilot_90__train__119.png,train,pilot_90__train,D:\Actual Project\lcd-data-extractor\pilot_90\train\images\119.png,pilot_90__train__119.png,4,b385f68b2530747d177eb31ce13f7a30da7792e304d7b8195f93d92c414596a5
pilot_90__train__133.png,train,pilot_90__train,D:\Actual Project\lcd-data-extractor\pilot_90\train\images\133.png,pilot_90__train__133.png,2,319e34c7ee52ff1c9e859196642aee7c430b2244511df23095661c7d16ce4677
pilot_90__train__146.png,train,pilot_90__train,D:\Actual Project\lcd-data-extractor\pilot_90\train\images\146.png,pilot_90__train__146.png,3,23e67dcd48d5ffd05c63463f204e1ffb8b9f9ba70691eb6f7b854dc57d68e48e
pilot_90__train__160.png,train,pilot_90__train,D:\Actual Project\lcd-data-extractor\pilot_90\train\images\160.png,pilot_90__train__160.png,5,690402e7289b05d2f2ed36179dff0278e9a5b869dc43163ede46aacef66930ec
pilot_90__train__186.png,train,pilot_90__train,D:\Actual Project\lcd-data-extractor\pilot_90\train\images\186.png,pilot_90__train__186.png,4,e55c9c1199970fa7a6db1ac0e82768816250e8a54e80acf39162b9b03c438f64
pilot_90__train__214.png,train,pilot_90__train,D:\Actual Project\lcd-data-extractor\pilot_90\train\images\214.png,pilot_90__train__214.png,3,c7b280714fb14a08fe16f13ce669a69852ca47628704ae565f492094ba019df9
pilot_90__train__218.png,train,pilot_90__train,D:\Actual Project\lcd-data-extractor\pilot_90\train\images\218.png,pilot_90__train__218.png,3,8e5d3eb4a1feccd039395a1b8e4394ff6dffa2fdfae889af593e44fb60fc6bdc
pilot_90__train__220.png,train,pilot_90__train,D:\Actual Project\lcd-data-extractor\pilot_90\train\images\220.png,pilot_90__train__220.png,7,9b05be07da9ff06e06d1061449945a36780a57c7bb5207a5dc55f6346e873673
pilot_90__train__229.png,train,pilot_90__train,D:\Actual Project\lcd-data-extractor\pilot_90\train\images\229.png,pilot_90__train__229.png,2,5131bab9c0557cc5b68c0e5881e5cd8d7075538206600bf25a9ede8e6c75dfaf
pilot_90__train__249.png,train,pilot_90__train,D:\Actual Project\lcd-data-extractor\pilot_90\train\images\249.png,pilot_90__train__249.png,5,09031ef23f6ac0b0d9ea597748a4fe716b3c3aa9659f061e9431a79ad364660c
pilot_90__train__251.png,train,pilot_90__train,D:\Actual Project\lcd-data-extractor\pilot_90\train\images\251.png,pilot_90__train__251.png,7,86ccc151ec17e19927cf96c1059a13311ad35b9b89c937d66d24268a80257535
pilot_90__train__253.png,train,pilot_90__train,D:\Actual Project\lcd-data-extractor\pilot_90\train\images\253.png,pilot_90__train__253.png,5,96e34ebf723b26a89a3a06fd4626f09f253bc026173792cca76c72b71670b284
pilot_90__train__255.png,train,pilot_90__train,D:\Actual Project\lcd-data-extractor\pilot_90\train\images\255.png,pilot_90__train__255.png,4,e6a132085952fadec8f424f431f5cd7c2548a1273c526fa073de25bc08c3cdd3
pilot_90__train__300.png,train,pilot_90__train,D:\Actual Project\lcd-data-extractor\pilot_90\train\images\300.png,pilot_90__train__300.png,5,4ae97652cc73460320029924cdf846637e5a7725598901301578e76fdaab6bed
pilot_90__train__302.png,train,pilot_90__train,D:\Actual Project\lcd-data-extractor\pilot_90\train\images\302.png,pilot_90__train__302.png,6,c75f873d50c72ab651fdf09cd5c96c64961f4453046da98a46b243ee4c2042d3
pilot_90__train__307.png,train,pilot_90__train,D:\Actual Project\lcd-data-extractor\pilot_90\train\images\307.png,pilot_90__train__307.png,3,61a7ef7d6a2e3b0025a86b155744aa3bbba6f3ce743ae4d72049459d4de62497
pilot_90__train__327.png,train,pilot_90__train,D:\Actual Project\lcd-data-extractor\pilot_90\train\images\327.png,pilot_90__train__327.png,3,116aaf293c55bd0c1570ad86ac3ede09cdeeb52806d851669a79a1dd0ef46dc7
pilot_90__train__328.png,train,pilot_90__train,D:\Actual Project\lcd-data-extractor\pilot_90\train\images\328.png,pilot_90__train__328.png,3,2bfccf47bad226631313a4ece07a8b1247cd2b08ec5aad42a7f6190251590b33
pilot_90__train__340.png,train,pilot_90__train,D:\Actual Project\lcd-data-extractor\pilot_90\train\images\340.png,pilot_90__train__340.png,3,ccbf8c7ea0d5c63f321fca0544e5555c4abff1ccebe0fc3c95311794a8af4f2d
pilot_90__train__356.png,train,pilot_90__train,D:\Actual Project\lcd-data-extractor\pilot_90\train\images\356.png,pilot_90__train__356.png,5,71b96dde7ac1ef5550673d9bfe2db8143027cdc0ee3cc3d73ad5a2ae52250ae7
pilot_90__train__365.png,train,pilot_90__train,D:\Actual Project\lcd-data-extractor\pilot_90\train\images\365.png,pilot_90__train__365.png,6,5f9eca19fc6a8963c35632de0adfacb9b85c3567dba4150a6635325ebe49b10a
pilot_90__train__406.png,train,pilot_90__train,D:\Actual Project\lcd-data-extractor\pilot_90\train\images\406.png,pilot_90__train__406.png,7,396df1b3322a25fe2e800e8d61e2a15036864e0d2767e9fb3c82a778cf55da76
pilot_90__train__413.png,train,pilot_90__train,D:\Actual Project\lcd-data-extractor\pilot_90\train\images\413.png,pilot_90__train__413.png,3,eaf6d9b49086f31b68dd1065a5367f5613e1249508ce9e946383e26ef8d1cc7c
pilot_90__train__418.png,train,pilot_90__train,D:\Actual Project\lcd-data-extractor\pilot_90\train\images\418.png,pilot_90__train__418.png,7,ab47c643d3fb4f2af4f4166fc9201b7d4ab5836e89f462f68b7db8c6507aa817
pilot_90__train__433.png,train,pilot_90__train,D:\Actual Project\lcd-data-extractor\pilot_90\train\images\433.png,pilot_90__train__433.png,2,713811a8ad11522deddc5957108ad36d5535b3551ca81069011cd77b222c6c15
pilot_90__train__437.png,train,pilot_90__train,D:\Actual Project\lcd-data-extractor\pilot_90\train\images\437.png,pilot_90__train__437.png,5,525a7f234394b4b86d8d7e5feb8f4323776eab36b05b99e0b945d781243607ef
pilot_90__train__438.png,train,pilot_90__train,D:\Actual Project\lcd-data-extractor\pilot_90\train\images\438.png,pilot_90__train__438.png,6,f78f9ec61abfe59d5a1664812ba309d66029237435ef693f4d401ab3a72fb154
pilot_90__train__480.png,train,pilot_90__train,D:\Actual Project\lcd-data-extractor\pilot_90\train\images\480.png,pilot_90__train__480.png,6,f6fe52ecd27406285e62696249dd2f03867455f71ddc89d4aee7152a0ddd3bde
pilot_90__train__506.png,train,pilot_90__train,D:\Actual Project\lcd-data-extractor\pilot_90\train\images\506.png,pilot_90__train__506.png,6,7662ae3983ce60853fb0c4d4476fded6ecfb0d1c75fbc6d182219756e5ae7dbd
pilot_90__train__511.png,train,pilot_90__train,D:\Actual Project\lcd-data-extractor\pilot_90\train\images\511.png,pilot_90__train__511.png,6,b333fe41a97d7e7eab941579bcdc3d1f9633806e9e715c213e5ba584696f51a4
pilot_90__train__52.png,train,pilot_90__train,D:\Actual Project\lcd-data-extractor\pilot_90\train\images\52.png,pilot_90__train__52.png,4,28274fc60f9e2e8b743ec27597475f73468bcd6a7b20766b0555cfe98598547c
pilot_90__train__526.png,train,pilot_90__train,D:\Actual Project\lcd-data-extractor\pilot_90\train\images\526.png,pilot_90__train__526.png,6,9764b4357ffea8e38f7ca14181d3738ae14c4c9cd94a1644e4e1a613136a090f
pilot_90__train__530.png,train,pilot_90__train,D:\Actual Project\lcd-data-extractor\pilot_90\train\images\530.png,pilot_90__train__530.png,6,d73a3719125b67c6b80d61176b10aee965bbf29993a4778e19a6adb48c821527
pilot_90__train__554.png,train,pilot_90__train,D:\Actual Project\lcd-data-extractor\pilot_90\train\images\554.png,pilot_90__train__554.png,7,d4fc1a82e18ad3df6a5e3c63900e9f1cbf3bbea5f911bf1bada589930a2f352a
pilot_90__train__564.png,train,pilot_90__train,D:\Actual Project\lcd-data-extractor\pilot_90\train\images\564.png,pilot_90__train__564.png,8,e788bd2fecf97d5886ea38b86856c360195ddecaad197cb4be5cecb238c955a3
pilot_90__train__569.png,train,pilot_90__train,D:\Actual Project\lcd-data-extractor\pilot_90\train\images\569.png,pilot_90__train__569.png,6,e742f692bf24daa7742f4c4391f41b660f371affb28f82dab234d481a22cd6aa
pilot_90__train__572.png,train,pilot_90__train,D:\Actual Project\lcd-data-extractor\pilot_90\train\images\572.png,pilot_90__train__572.png,6,a2e1e1ad06aa8f4551eec2d54b76c0929042b93f5527543d5d31298d859a0249
pilot_90__train__604.png,train,pilot_90__train,D:\Actual Project\lcd-data-extractor\pilot_90\train\images\604.png,pilot_90__train__604.png,4,5bfb03c11ca74563b3b620ca19b3f07b8167b7324e7d6e3f6da95a4260871392
pilot_90__train__611.png,train,pilot_90__train,D:\Actual Project\lcd-data-extractor\pilot_90\train\images\611.png,pilot_90__train__611.png,4,e311160895fcbda1748e1c9e52fbeef09802ffd2b12a7203f963e0fc89ecd409
pilot_90__train__627.png,train,pilot_90__train,D:\Actual Project\lcd-data-extractor\pilot_90\train\images\627.png,pilot_90__train__627.png,6,a2ff8d0b17d19e02bab3aed4fa7ab43c7dadf7867798f3fd284511c5fe0437ee
pilot_90__train__643.png,train,pilot_90__train,D:\Actual Project\lcd-data-extractor\pilot_90\train\images\643.png,pilot_90__train__643.png,6,2e58f85f96f87ff98d3f738fac3891dc541f14a71e713410a8ef4114f12db9bd
pilot_90__train__657.png,train,pilot_90__train,D:\Actual Project\lcd-data-extractor\pilot_90\train\images\657.png,pilot_90__train__657.png,6,7bf88e82a0dd7a5ca3de66328eb802387583662128d934dcb3f85dbf8b8021b8
pilot_90__train__658.png,train,pilot_90__train,D:\Actual Project\lcd-data-extractor\pilot_90\train\images\658.png,pilot_90__train__658.png,6,25f9b97e4d5bfddea801645cb29e51aa0925396f6e795c4dc4ac7e71a8df9021
pilot_90__train__663.png,train,pilot_90__train,D:\Actual Project\lcd-data-extractor\pilot_90\train\images\663.png,pilot_90__train__663.png,5,fc8e6e5b2e96a49be871a230394d9935d10dc00643b0739987a246c607efc423
pilot_90__train__671.png,train,pilot_90__train,D:\Actual Project\lcd-data-extractor\pilot_90\train\images\671.png,pilot_90__train__671.png,6,4f826b5616e1599090f07874e896fc21f1e1e8a999afc0f021a7eba3881a583d
pilot_90__train__676.png,train,pilot_90__train,D:\Actual Project\lcd-data-extractor\pilot_90\train\images\676.png,pilot_90__train__676.png,6,79e6733cf88a6a06067d2fd173b261761f9093bbbfd52f193f7946aaa4f69d75
pilot_90__train__97.png,train,pilot_90__train,D:\Actual Project\lcd-data-extractor\pilot_90\train\images\97.png,pilot_90__train__97.png,5,66377d847721240e50cfb0e99f15dccb4d8c54ac08cae05619923ee7553f03e4
pilot_90__train__98.png,train,pilot_90__train,D:\Actual Project\lcd-data-extractor\pilot_90\train\images\98.png,pilot_90__train__98.png,5,abf03b6cbcb7b4b4432c190575e5472dc1bcbbe04d43274f59d25821795bf3f2
pilot_90__validation__100.png,train,pilot_90__validation,D:\Actual Project\lcd-data-extractor\pilot_90\validation\images\100.png,pilot_90__validation__100.png,7,926c78fb960284a2c9b986959a520b71cbaa4dc93652ab899e727f2c9fc058c0
pilot_90__validation__239.png,train,pilot_90__validation,D:\Actual Project\lcd-data-extractor\pilot_90\validation\images\239.png,pilot_90__validation__239.png,3,2ed975aaf6b201f13d6a9d44c54a22196e518d4beec36030904d232ee562eac8
pilot_90__validation__273.png,train,pilot_90__validation,D:\Actual Project\lcd-data-extractor\pilot_90\validation\images\273.png,pilot_90__validation__273.png,3,1b1d41db53cca80309f54a22d309d3439d0334dec03f2fb135539aa56fadfdd2
pilot_90__validation__325.png,train,pilot_90__validation,D:\Actual Project\lcd-data-extractor\pilot_90\validation\images\325.png,pilot_90__validation__325.png,2,dd889882b37995a012c1d7b0b28388d6665fe63d8bb005c3eab5e77c9082f3e2
pilot_90__validation__412.png,train,pilot_90__validation,D:\Actual Project\lcd-data-extractor\pilot_90\validation\images\412.png,pilot_90__validation__412.png,2,fd4bba200484fa877c7ced0ca12f0588bebdb78b88c49ab584abc4bd9b5c2c2a
pilot_90__validation__488.png,train,pilot_90__validation,D:\Actual Project\lcd-data-extractor\pilot_90\validation\images\488.png,pilot_90__validation__488.png,6,8ec4979062c5cfe60a3e55e2ef47737012d8d864cab42a045b27a521c23536fd
pilot_90__validation__610.png,train,pilot_90__validation,D:\Actual Project\lcd-data-extractor\pilot_90\validation\images\610.png,pilot_90__validation__610.png,4,9deac50d912cf19d1e9db3ad55571c3e204d2b9a968d7f730fecbdafeda6345c
pilot_90__validation__62.png,train,pilot_90__validation,D:\Actual Project\lcd-data-extractor\pilot_90\validation\images\62.png,pilot_90__validation__62.png,4,89433333244cd58722bf72959fe04bb7004071789c2b4e7757a0c888dc2b5cde
pilot_90__validation__88.png,train,pilot_90__validation,D:\Actual Project\lcd-data-extractor\pilot_90\validation\images\88.png,pilot_90__validation__88.png,7,db4a1c3cb2abf84099e3f19552340411157af57074d9b0cffdee9ec2aa49374b
remaining_376__batch_01__25.png,train,remaining_376__batch_01,D:\Actual Project\lcd-data-extractor\remaining_376\batch_01\images\25.png,remaining_376__batch_01__25.png,3,6b89cfe1331d0ecdf74e96bf8a5146ee9f92e34163a582f80111bf27a71e9ec8
